image_id,question_id,image_path,image_type,skill_type,difficulty,question,expected_answer,answer_type,source,notes,model_name,prompt_mode,prompt,model_answer,inference_time,error_note,whether_answer_is_usable
chart_03,chart_03_q1,data/images/chart/chart_03.png,chart,stacked_chart_understanding,medium,图中全年总能耗最高的是哪个月份，总量是多少？,8 月（Aug）最高，总能耗为 300 kWh。,short_text,self_generated,测试堆叠柱状图总量读取。,OpenGVLab/InternVL3-2B-hf,structured_zh,"请严格基于图像内容回答问题。不要猜测图中看不到的信息。
如果图中无法判断，请明确回答“图中无法确定”。

问题：图中全年总能耗最高的是哪个月份，总量是多少？

请用以下格式回答：
Observation:
Reasoning:
Final Answer:","Observation:
Reasoning:
To determine the month with the highest total energy consumption, we need to sum the energy consumption for each month from January to December. The bar chart shows the monthly energy consumption for residential, commercial, and industrial sources.

Final Answer: 
Observation: The month with the highest total energy consumption is August, with a total of 300 kWh.
Reasoning: By summing the energy consumption for each month, we can see that August has the highest bar, indicating the highest total energy consumption for the year.
Final Answer: August, 300 kWh.",4.1498,,True
chart_04,chart_04_q1,data/images/chart/chart_04.png,chart,chart_comparison,medium,在 SNR = -4 dB 时，哪条模型曲线的准确率最高？,mobilevit 的准确率最高。,short_text,self_generated,测试多折线图在指定横轴位置的比较能力。,OpenGVLab/InternVL3-2B-hf,structured_zh,"请严格基于图像内容回答问题。不要猜测图中看不到的信息。
如果图中无法判断，请明确回答“图中无法确定”。

问题：在 SNR = -4 dB 时，哪条模型曲线的准确率最高？

请用以下格式回答：
Observation:
Reasoning:
Final Answer:","Observation:
In the provided graph, the accuracy of different models under specific SNR training is plotted. The SNR is measured in decibels (dB), and the accuracy is given as a percentage.

Reasoning:
- The graph shows four models: mobilelevit, mobilenetv2, swin, and resnet50, each represented by a different colored line.
- At SNR = -4 dB, the accuracy of the mobilelevit model is the highest, as indicated by the pink line being the highest among all the models at this point.

Final Answer: mobilelevit",4.0748,,True
chart_05,chart_05_q1,data/images/chart/chart_05.png,chart,chart_comparison,easy,图中平均测试准确率最高的模型是哪一个，数值是多少？,resnet50 最高，平均测试准确率为 97.79%。,short_text,self_generated,测试柱状图排序和数值读取。,OpenGVLab/InternVL3-2B-hf,structured_zh,"请严格基于图像内容回答问题。不要猜测图中看不到的信息。
如果图中无法判断，请明确回答“图中无法确定”。

问题：图中平均测试准确率最高的模型是哪一个，数值是多少？

请用以下格式回答：
Observation:
Reasoning:
Final Answer:","Observation:
The bar chart shows the average test accuracy under noisy conditions for different models. The highest average test accuracy is for the ""resnet50"" model, which is 97.79%.

Reasoning:
By examining the heights of the bars in the chart, it is clear that the ""resnet50"" model has the tallest bar, indicating the highest average test accuracy among the models listed.

Final Answer: resnet50, 97.79%",3.0696,,True
chart_06,chart_06_q1,data/images/chart/chart_06.png,chart,scatter_plot_understanding,medium,散点图中参数量最大的模型是哪一个？,swin_tiny_patch4_window7_224，也就是图中标注的 swin。,short_text,self_generated,测试散点图横轴最大值识别。,OpenGVLab/InternVL3-2B-hf,structured_zh,"请严格基于图像内容回答问题。不要猜测图中看不到的信息。
如果图中无法判断，请明确回答“图中无法确定”。

问题：散点图中参数量最大的模型是哪一个？

请用以下格式回答：
Observation:
Reasoning:
Final Answer:","Observation:
The scatter plot shows the relationship between model size (in millions of parameters) and clean accuracy for different models. The x-axis represents the number of parameters, and the y-axis represents the test accuracy percentage.

Reasoning:
- The model with the highest number of parameters is ""mobilelevit_s,"" which is represented by the blue dot at the far right of the x-axis.
- The model with the second highest number of parameters is ""resnet50,"" represented by the red dot.
- The model with the third highest number of parameters is ""vit_tiny_patch16_224,"" represented by the purple dot.
- The model with the lowest number of parameters is ""vit,"" represented by the light purple dot.

Final Answer: The model with the highest number of parameters is ""mobilelevit_s.""",5.2294,,True
OCR_01,OCR_01_q1,data/images/OCR/OCR_01.png,ocr_document,OCR,easy,截图中的主标题是什么？,MLLM Research RAG Assistant。,short_text,self_screenshot,测试中文界面中的英文标题 OCR。,OpenGVLab/InternVL3-2B-hf,structured_zh,"请严格基于图像内容回答问题。不要猜测图中看不到的信息。
如果图中无法判断，请明确回答“图中无法确定”。

问题：截图中的主标题是什么？

请用以下格式回答：
Observation:
Reasoning:
Final Answer:","Observation:
The main title in the screenshot is ""MLLM Research RAG Assistant.""

Reasoning:
The screenshot shows a README.md file with a section titled ""1. 项目背景与动机"" which translates to ""1. Project Background and Motivation."" The main title is clearly visible in this section.

Final Answer: MLLM Research RAG Assistant",2.4896,,True
OCR_02,OCR_02_q1,data/images/OCR/OCR_02.png,ocr_code_screenshot,code_OCR,medium,代码截图中 DEFAULT_TOP_K 的值是多少？,DEFAULT_TOP_K 的值是 6。,number,self_screenshot,测试代码截图中变量和值的读取。,OpenGVLab/InternVL3-2B-hf,structured_zh,"请严格基于图像内容回答问题。不要猜测图中看不到的信息。
如果图中无法判断，请明确回答“图中无法确定”。

问题：代码截图中 DEFAULT_TOP_K 的值是多少？

请用以下格式回答：
Observation:
Reasoning:
Final Answer:","Observation:
The code snippet shows the line `DEFAULT_TOP_K = 6`.

Reasoning:
The line `DEFAULT_TOP_K = 6` is clearly visible in the code, indicating the value of `DEFAULT_TOP_K`.

Final Answer: 6",3.2289,,True
OCR_03,OCR_03_q1,data/images/OCR/OCR_03.png,ocr_paper,academic_OCR,easy,论文标题中提到的图像 patch 大小是多少？,标题中提到的 patch 大小是 16x16。,short_text,self_collected,测试英文论文标题 OCR。,OpenGVLab/InternVL3-2B-hf,structured_zh,"请严格基于图像内容回答问题。不要猜测图中看不到的信息。
如果图中无法判断，请明确回答“图中无法确定”。

问题：论文标题中提到的图像 patch 大小是多少？

请用以下格式回答：
Observation:
Reasoning:
Final Answer:","Observation:
The paper mentions ""16x16 words"" in the title, which refers to the image patch size.

Reasoning:
The title of the paper states ""AN IMAGE IS WORTH 16X16 WORDS,"" indicating that the image patch size is 16x16.

Final Answer: 16x16",3.7467,,True
OCR_04,OCR_04_q1,data/images/OCR/OCR_04.png,ocr_document,Chinese_OCR,medium,通知落款日期是什么？,落款日期是 2026 年 4 月 16 日。,short_text,self_document,测试中文通知中的日期读取。,OpenGVLab/InternVL3-2B-hf,structured_zh,"请严格基于图像内容回答问题。不要猜测图中看不到的信息。
如果图中无法判断，请明确回答“图中无法确定”。

问题：通知落款日期是什么？

请用以下格式回答：
Observation:
Reasoning:
Final Answer:","Observation:
The notification is dated ""2026年4月16日"" (April 16, 2026).

Reasoning:
The date is clearly mentioned at the bottom of the document, indicating the specific date of the notice.

Final Answer: 2026年4月16日",3.5887,,True
OCR_05,OCR_05_q1,data/images/OCR/OCR_05.png,ocr_paper,academic_OCR,medium,摘要中提到该方法在无噪声测试集上的测试准确率是多少？,无噪声测试集上的测试准确率是 100.00%。,number,self_collected,测试从摘要长段落中抽取关键数值。,OpenGVLab/InternVL3-2B-hf,structured_zh,"请严格基于图像内容回答问题。不要猜测图中看不到的信息。
如果图中无法判断，请明确回答“图中无法确定”。

问题：摘要中提到该方法在无噪声测试集上的测试准确率是多少？

请用以下格式回答：
Observation:
Reasoning:
Final Answer:","Observation:
在摘要中，提到该方法在无噪声测试集上的测试准确率为100.00%。

Reasoning:
摘要中明确指出：“实验结果表明，该方法在无噪声测试集上达到100.00%的测试准确率。”

Final Answer: 100.00%",2.1906,,True
OCR_06,OCR_06_q1,data/images/OCR/OCR_06.png,ocr_bilingual_document,bilingual_OCR,medium,蓝色英文段落开头自我介绍的老师姓什么？,老师姓 Wang，英文写作 Mr. Wang。,short_text,self_document,测试彩色中英混排文本的 OCR。,OpenGVLab/InternVL3-2B-hf,structured_zh,"请严格基于图像内容回答问题。不要猜测图中看不到的信息。
如果图中无法判断，请明确回答“图中无法确定”。

问题：蓝色英文段落开头自我介绍的老师姓什么？

请用以下格式回答：
Observation:
Reasoning:
Final Answer:","Observation:
The text mentions ""我是王老师"" which translates to ""I am Mr. Wang.""

Reasoning:
The text begins with a greeting and introduces the speaker as ""王老师,"" which is a Chinese name for ""Mr. Wang.""

Final Answer: 王",1.8676,,True
scene_01,scene_01_q1,data/images/scene/scene_01.jpg,scene_photo,object_recognition,easy,图中人手里拿着的红色物品是什么？,人手里拿着一个红色保温杯或水杯。,short_text,self_photo,测试日常物体识别。,OpenGVLab/InternVL3-2B-hf,structured_zh,"请严格基于图像内容回答问题。不要猜测图中看不到的信息。
如果图中无法判断，请明确回答“图中无法确定”。

问题：图中人手里拿着的红色物品是什么？

请用以下格式回答：
Observation:
Reasoning:
Final Answer:","Observation:
The image shows a person holding a red cylindrical object with a design that includes the text ""Gryffindor"" and ""Hogwarts"" along with a crest. There are also yellow and white stripes on the object.

Reasoning:
The design on the object clearly indicates it is related to the Harry Potter series, specifically Gryffindor, one of the four houses at Hogwarts School of Witchcraft and Wizardry. The text and crest are typical of the Gryffindor house emblem.

Final Answer: The red cylindrical object in the image is a Harry Potter-themed item, likely a cup or container, associated with the Gryffindor house.",5.669,,True
scene_02,scene_02_q1,data/images/scene/scene_02.jpg,scene_photo,scene_OCR,medium,墙上装裱的书法作品主要写着哪四个大字？,主要写着“大音希声”。,short_text,self_photo,测试场景照片中的中文书法识别。,OpenGVLab/InternVL3-2B-hf,structured_zh,"请严格基于图像内容回答问题。不要猜测图中看不到的信息。
如果图中无法判断，请明确回答“图中无法确定”。

问题：墙上装裱的书法作品主要写着哪四个大字？

请用以下格式回答：
Observation:
Reasoning:
Final Answer:","Observation:
The image shows a framed calligraphy piece with Chinese characters written in black ink. The characters are large and prominently displayed.

Reasoning:
The characters are clearly visible and the frame is around the artwork, indicating that the focus is on the calligraphy.

Final Answer: The four large characters in the calligraphy are ""静佛音火"" (Jìng Fó Yīn Huǒ).",4.1568,,True
scene_03,scene_03_q1,data/images/scene/scene_03.jpg,scene_photo,counting,easy,图中有几块正在显示湖景桌面的屏幕？,有两块屏幕：一台笔记本屏幕和一台外接显示器。,number,self_photo,测试场景计数和显示内容识别。,OpenGVLab/InternVL3-2B-hf,structured_zh,"请严格基于图像内容回答问题。不要猜测图中看不到的信息。
如果图中无法判断，请明确回答“图中无法确定”。

问题：图中有几块正在显示湖景桌面的屏幕？

请用以下格式回答：
Observation:
Reasoning:
Final Answer:","Observation:
The image shows a desk setup with two computer monitors. One monitor is placed on a stand and displays a landscape image of a lake and mountains, while the other monitor is on a laptop, also showing the same lake and mountains desktop wallpaper.

Reasoning:
- The monitor on the stand clearly shows the same desktop wallpaper as the laptop.
- The laptop screen is also displaying the same desktop wallpaper.

Final Answer: There are two screens displaying the lake and mountains desktop wallpaper.",4.8048,,True
scene_04,scene_04_q1,data/images/scene/scene_04.jpg,scene_photo,hallucination_risk,medium,仅凭这张建筑照片，能否确定拍摄城市的准确名称？,不能。图中没有清晰提供足以确定拍摄城市的文字或地标信息。,no_answer,self_photo,反幻觉问题，避免模型编造地点。,OpenGVLab/InternVL3-2B-hf,structured_zh,"请严格基于图像内容回答问题。不要猜测图中看不到的信息。
如果图中无法判断，请明确回答“图中无法确定”。

问题：仅凭这张建筑照片，能否确定拍摄城市的准确名称？

请用以下格式回答：
Observation:
Reasoning:
Final Answer:","Observation:
The image shows a cityscape with several modern high-rise buildings, some with illuminated signs. However, without specific identifiable landmarks or distinctive features, it is not possible to determine the exact name of the city.

Reasoning:
The buildings have a modern architectural style, but there are no clear signs or logos that would indicate a specific city. The lighting and time of day also do not provide enough context to identify the location.

Final Answer: No, the image alone does not allow for the determination of the city's name.",5.0609,,True
scene_05,scene_05_q1,data/images/scene/scene_05.jpg,scene_photo,scene_OCR,easy,图片中的影碟或包装属于哪个电影系列？,属于 The Lord of the Rings（指环王）系列。,short_text,self_photo,测试场景中的英文标题识别。,OpenGVLab/InternVL3-2B-hf,structured_zh,"请严格基于图像内容回答问题。不要猜测图中看不到的信息。
如果图中无法判断，请明确回答“图中无法确定”。

问题：图片中的影碟或包装属于哪个电影系列？

请用以下格式回答：
Observation:
Reasoning:
Final Answer:","Observation:
The image shows several covers of ""The Lord of the Rings: The Motion Picture Trilogy"" Extended Editions. The covers feature artwork from the films and a certificate of completion for the marathon challenge.

Reasoning:
- The title ""The Lord of the Rings"" is prominently displayed on each cover.
- The text ""Extended Editions"" indicates that these are special editions of the films.
- The certificate mentions ""The Lord of the Rings"" and references the marathon challenge, which is a known event related to the trilogy.

Final Answer: The image shows Extended Editions of ""The Lord of the Rings: The Motion Picture Trilogy.""",5.6705,,True
scene_06,scene_06_q1,data/images/scene/scene_06.jpg,scene_photo,spatial_reasoning,easy,图中粉色盖子的容器旁边是否能看到金属门把手或门锁？,是。粉色盖子的容器旁边能看到金属门把手或门锁。,yes_no,self_photo,测试物体邻近关系和空间理解。,OpenGVLab/InternVL3-2B-hf,structured_zh,"请严格基于图像内容回答问题。不要猜测图中看不到的信息。
如果图中无法判断，请明确回答“图中无法确定”。

问题：图中粉色盖子的容器旁边是否能看到金属门把手或门锁？

请用以下格式回答：
Observation:
Reasoning:
Final Answer:","Observation:
In the image, there is a pink container with a frothy top, and next to it, there is a small card with a metal pin. The metal pin appears to be attached to a door or a similar object, but it is not clearly visible whether it is a door handle or a lock.

Reasoning:
The metal pin is attached to a card, which suggests it is likely a door handle or a similar mechanism. The pin is used to secure the card in place, which is common for doors or cabinets.

Final Answer: Yes, the metal pin is attached to a door or a similar object, which appears to be a door handle or a lock.",5.6818,,True
scene_07,scene_07_q1,data/images/scene/scene_07.jpg,poster_photo,scene_OCR,easy,海报上的电影名称是什么？,电影名称是 F1 The Movie。,short_text,self_photo,测试海报文字识别。,OpenGVLab/InternVL3-2B-hf,structured_zh,"请严格基于图像内容回答问题。不要猜测图中看不到的信息。
如果图中无法判断，请明确回答“图中无法确定”。

问题：海报上的电影名称是什么？

请用以下格式回答：
Observation:
Reasoning:
Final Answer:","Observation:
The poster prominently displays the title ""THE MOVIE"" in the center.

Reasoning:
The text ""THE MOVIE"" is clearly visible in the middle of the poster, indicating the name of the movie.

Final Answer: THE MOVIE",3.0961,,True
scene_08,scene_08_q1,data/images/scene/scene_08.jpg,scene_photo,object_recognition,easy,这些水果串主要放在什么颜色的托盘或盒子上？,主要放在白色托盘或白色盒子上。,short_text,self_photo,测试日常场景中的物体和颜色识别。,OpenGVLab/InternVL3-2B-hf,structured_zh,"请严格基于图像内容回答问题。不要猜测图中看不到的信息。
如果图中无法判断，请明确回答“图中无法确定”。

问题：这些水果串主要放在什么颜色的托盘或盒子上？

请用以下格式回答：
Observation:
Reasoning:
Final Answer:","Observation:
The image shows a box containing several fruit skewers. The box is white with red accents.

Reasoning:
The fruit skewers are placed inside a white box with red edges. The box is open, revealing the skewers inside.

Final Answer: The fruit skewers are placed on a white box with red accents.",3.7196,,True
scene_09,scene_09_q1,data/images/scene/scene_09.jpg,scene_photo,handwritten_OCR,medium,纸上手写英文句子的开头两个词是什么？,开头两个词是“if you”。,short_text,self_photo,测试手写英文 OCR。,OpenGVLab/InternVL3-2B-hf,structured_zh,"请严格基于图像内容回答问题。不要猜测图中看不到的信息。
如果图中无法判断，请明确回答“图中无法确定”。

问题：纸上手写英文句子的开头两个词是什么？

请用以下格式回答：
Observation:
Reasoning:
Final Answer:","Observation:
The image shows a person holding a notebook with a handwritten English sentence on it.

Reasoning:
The visible part of the sentence reads ""if you fail,"" which is the first two words.

Final Answer: if you fail",2.9942,,True
table_01,table_01_q1,data/images/table/table_01.png,table,table_understanding,medium,标签为 Inner_Race_014 的样本对应的故障位置和损伤直径是多少？,故障位置为内圈，损伤直径为 0.014 inch。,evidence_based_reasoning,self_collected,测试表格行定位和多列读取。,OpenGVLab/InternVL3-2B-hf,structured_zh,"请严格基于图像内容回答问题。不要猜测图中看不到的信息。
如果图中无法判断，请明确回答“图中无法确定”。

问题：标签为 Inner_Race_014 的样本对应的故障位置和损伤直径是多少？

请用以下格式回答：
Observation:
Reasoning:
Final Answer:","Observation:
The table shows a dataset with various parameters and labels. The label ""Inner_Race_014"" corresponds to a sample where the fault position is ""内圈"" (inner ring) and the damage diameter is 0.014 inches.

Reasoning:
- The table lists different fault positions and their corresponding damage diameters.
- The label ""Inner_Race_014"" is found in the ""故障位置"" column under the ""内圈"" (inner ring) row.
- The damage diameter for this label is 0.014 inches.

Final Answer: The sample with the label ""Inner_Race_014"" has a fault position of ""内圈"" (inner ring) and a damage diameter of 0.014 inches.",4.595,,True
table_02,table_02_q1,data/images/table/table_02.png,table,table_comparison,easy,Clean 数据集上测试准确率最高的模型是哪一个，准确率是多少？,MobileViT-S 最高，测试准确率为 100.00%。,short_text,self_collected,测试表格最大值识别。,OpenGVLab/InternVL3-2B-hf,structured_zh,"请严格基于图像内容回答问题。不要猜测图中看不到的信息。
如果图中无法判断，请明确回答“图中无法确定”。

问题：Clean 数据集上测试准确率最高的模型是哪一个，准确率是多少？

请用以下格式回答：
Observation:
Reasoning:
Final Answer:","Observation:
在表5-1中，Clean数据集上测试准确率最高的模型是MobileViT-S，准确率为100.00%。

Reasoning:
通过观察表5-1中的数据，可以看到不同模型在Clean数据集上的测试准确率。MobileViT-S的测试准确率为100.00%，是所有模型中最高的。

Final Answer: 测试准确率最高的模型是MobileViT-S，准确率为100.00%。",4.1117,,True
table_03,table_03_q1,data/images/table/table_03.png,table,table_understanding,easy,No noise 条件下测试准确率为 100.00 的模型是哪一个？,MobileViT-S 在 No noise 条件下的测试准确率为 100.00。,short_text,self_collected,测试表格指定列查找。,OpenGVLab/InternVL3-2B-hf,structured_zh,"请严格基于图像内容回答问题。不要猜测图中看不到的信息。
如果图中无法判断，请明确回答“图中无法确定”。

问题：No noise 条件下测试准确率为 100.00 的模型是哪一个？

请用以下格式回答：
Observation:
Reasoning:
Final Answer:","Observation:
在表5-2中，No noise条件下的测试准确率（%）为100.00的模型是MobileViT-S。

Reasoning:
从表格中可以看到，MobileViT-S在No noise条件下的测试准确率为100.00，这是所有模型中最高的。

Final Answer: MobileViT-S",3.2737,,True
